recorded_date,line_name,shift_name,recorded_hour,day_of_week,week_of_year,is_weekend,line_encoded,total_output,total_pass,total_reject,pass_rate,downtime_rate,availability,performance,quality,downtime_count,efficiency
2026-02-03,line d,shift 3,22,1,6,0,3,683.0,5.0,0.0,0.007320644216691069,0.0,0.9663485875706216,0.7424570621468926,0.9622666666666668,0,0.6839
2026-02-03,line a,shift 1,6,1,6,0,0,868.0,2.0,0.0,0.002304147465437788,0.0,0.9714869318181818,0.7811892045454545,0.9603221590909092,0,0.4325
2026-02-03,line a,shift 2,14,1,6,0,0,920.0,5.0,0.0,0.005434782608695652,0.0,0.9732103448275864,0.7720936781609196,0.9673367816091952,0,0.4424
2026-02-04,line a,shift 3,22,2,6,0,0,1050.0,4.0,0.0,0.0038095238095238095,0.041111111640930176,0.9726114285714286,0.7704497142857143,0.9543937142857144,1,0.9589
2026-02-03,line a,shift 1,6,1,6,0,0,707.0,6.0,0.0,0.008486562942008486,0.03427083417773247,0.9579948863636364,0.6420017045454546,0.9496204545454544,1,0.7581
2026-02-03,line a,shift 2,14,1,6,0,0,894.0,3.0,0.0,0.003355704697986577,0.023402778431773186,0.9595845714285716,0.6536731428571428,0.9767611428571428,1,0.6354
2026-02-04,line a,shift 3,22,2,6,0,0,704.0,7.0,0.0,0.009943181818181818,0.0,0.960858757062147,0.6334305084745763,0.9482943502824858,0,0.8685
2026-02-03,line a,shift 1,6,1,6,0,0,1002.0,5.0,0.0,0.00499001996007984,0.0,0.9711568965517242,0.7715344827586208,0.9542132183908044,0,0.7748
2026-02-03,line a,shift 2,14,1,6,0,0,856.0,5.0,0.0,0.005841121495327103,0.0,0.9698011363636364,0.75509375,0.9680863636363636,0,0.7145
2026-02-04,line a,shift 3,22,2,6,0,0,977.0,7.0,0.0,0.007164790174002047,0.0,0.9699949438202248,0.7404140449438202,0.9610904494382022,0,0.4814
2026-02-03,line b,shift 1,6,1,6,0,1,890.0,3.0,0.0,0.0033707865168539327,0.0,0.9694767045454546,0.7222562499999999,0.9522732954545454,0,0.75
2026-02-03,line b,shift 2,14,1,6,0,1,958.0,5.0,0.0,0.005219206680584551,0.0,0.970316384180791,0.7160909604519774,0.958379661016949,0,0.801
2026-02-04,line b,shift 3,22,2,6,0,1,826.0,5.0,0.0,0.006053268765133172,0.0,0.9707780898876404,0.6486887640449438,0.9695876404494382,0,0.7007
2026-02-03,line b,shift 1,6,1,6,0,1,686.0,2.0,0.0,0.0029154518950437317,0.0,0.9605514124293784,0.6269536723163842,0.9538604519774012,0,0.2341
2026-02-03,line b,shift 2,14,1,6,0,1,730.0,6.0,0.0,0.00821917808219178,0.0,0.961474431818182,0.6564625000000001,0.9428977272727272,0,0.3653
2026-02-04,line b,shift 3,22,2,6,0,1,668.0,3.0,0.0,0.004491017964071856,0.0,0.9596569832402236,0.6435245810055866,0.9638513966480448,0,0.8501
2026-02-03,line b,shift 1,6,1,6,0,1,1050.0,2.0,0.0,0.0019047619047619048,0.055416665971279144,0.965764,0.7633297142857142,0.9598091428571428,1,0.2939
2026-02-03,line b,shift 2,14,1,6,0,1,1033.0,3.0,0.0,0.002904162633107454,0.028576388955116272,0.961093220338983,0.7580553672316385,0.9796604519774011,1,0.8346
2026-02-04,line b,shift 3,22,2,6,0,1,1050.0,3.0,0.0,0.002857142857142857,0.0,0.95955530726257,0.7858726256983241,0.97316312849162,0,1.0
2026-02-03,line c,shift 1,6,1,6,0,2,955.0,3.0,0.0,0.0031413612565445027,0.0,0.9684011363636364,0.7713215909090909,0.9683693181818182,0,0.5342
2026-02-03,line c,shift 2,14,1,6,0,2,980.0,3.0,0.0,0.003061224489795918,0.0,0.9675180790960451,0.7758463276836158,0.9586621468926554,0,0.3498
2026-02-04,line c,shift 3,22,2,6,0,2,880.0,4.0,0.0,0.004545454545454545,0.0,0.9660954545454546,0.7738732954545454,0.9695846590909092,0,1.0
2026-02-03,line c,shift 1,6,1,6,0,2,741.0,3.0,0.0,0.004048582995951417,0.035624999552965164,0.9734926553672316,0.6269056497175142,0.955367231638418,1,0.308
2026-02-03,line c,shift 2,14,1,6,0,2,774.0,2.0,0.0,0.002583979328165375,0.08402777463197708,0.9717162921348316,0.6548410112359551,0.9551494382022472,1,0.6786
2026-02-04,line c,shift 3,22,2,6,0,2,760.0,4.0,0.0,0.005263157894736842,0.0,0.9691514450867053,0.6074329479768786,0.9537063583815028,0,1.0
2026-02-03,line c,shift 1,6,1,6,0,2,1050.0,5.0,0.0,0.004761904761904762,0.0,0.9558448863636364,0.7807528409090909,0.977555681818182,0,1.0
2026-02-03,line c,shift 2,14,1,6,0,2,1050.0,5.0,0.0,0.004761904761904762,0.0,0.959408,0.7887599999999999,0.9514285714285714,0,0.6344
2026-02-04,line c,shift 3,22,2,6,0,2,1050.0,2.0,0.0,0.0019047619047619048,0.0,0.9592327485380115,0.7542111111111112,0.97113216374269,0,1.0
2026-02-03,line d,shift 1,6,1,6,0,3,717.0,6.0,0.0,0.008368200836820083,0.0,0.97625197740113,0.6071683615819209,0.9534841807909604,0,0.725
2026-02-03,line d,shift 2,14,1,6,0,3,776.0,5.0,0.0,0.006443298969072165,0.0,0.9750948863636364,0.5983465909090909,0.9623090909090908,0,0.7674
2026-02-04,line d,shift 3,22,2,6,0,3,723.0,3.0,0.0,0.004149377593360996,0.0,0.9761469273743016,0.5908648044692737,0.9510592178770948,0,0.4155
2026-02-03,line d,shift 1,6,1,6,0,3,950.0,4.0,0.0,0.004210526315789474,0.0,0.9577932203389832,0.7727412429378532,0.9548954802259888,0,1.0
2026-02-03,line d,shift 2,14,1,6,0,3,928.0,3.0,0.0,0.003232758620689655,0.0,0.9601118644067796,0.7691152542372881,0.9529186440677966,0,1.0
2026-02-04,line d,shift 3,22,2,6,0,3,751.0,6.0,0.0,0.007989347536617843,0.03958333283662796,0.9582296511627908,0.8025308139534885,0.9455558139534884,1,0.8962
2026-02-03,line d,shift 1,6,1,6,0,3,920.0,3.0,0.0,0.003260869565217391,0.0,0.970548275862069,0.7340936781609195,0.969635632183908,0,0.4328
2026-02-03,line d,shift 2,14,1,6,0,3,908.0,3.0,0.0,0.003303964757709251,0.0,0.9679265536723164,0.677564406779661,0.9646892655367232,0,0.3848
2026-02-04,line d,shift 3,22,2,6,0,3,1035.0,5.0,0.0,0.004830917874396135,0.0,0.9663485875706216,0.7424570621468926,0.9622666666666668,0,0.6555
2026-02-04,line a,shift 1,6,2,6,0,0,877.0,5.0,0.0,0.005701254275940707,0.057951390743255615,0.9714869318181818,0.7811892045454545,0.9603221590909092,1,0.942
2026-02-04,line a,shift 2,14,2,6,0,0,923.0,5.0,0.0,0.005417118093174431,0.03760416805744171,0.9732103448275864,0.7720936781609196,0.9673367816091952,1,0.9624
2026-02-05,line a,shift 3,22,3,6,0,0,975.0,4.0,0.0,0.0041025641025641026,0.0,0.9726114285714286,0.7704497142857143,0.9543937142857144,0,0.7208
2026-02-04,line a,shift 1,6,2,6,0,0,791.0,6.0,0.0,0.007585335018963337,0.0,0.9579948863636364,0.6420017045454546,0.9496204545454544,0,0.4389
2026-02-04,line a,shift 2,14,2,6,0,0,773.0,2.0,0.0,0.00258732212160414,0.0,0.9595845714285716,0.6536731428571428,0.9767611428571428,0,0.3962
2026-02-05,line a,shift 3,22,3,6,0,0,743.0,3.0,0.0,0.004037685060565276,0.0,0.960858757062147,0.6334305084745763,0.9482943502824858,0,0.4702
2026-02-04,line a,shift 1,6,2,6,0,0,1046.0,5.0,0.0,0.004780114722753346,0.0,0.9711568965517242,0.7715344827586208,0.9542132183908044,0,1.0
2026-02-04,line a,shift 2,14,2,6,0,0,862.0,6.0,0.0,0.0069605568445475635,0.0,0.9698011363636364,0.75509375,0.9680863636363636,0,1.0
2026-02-05,line a,shift 3,22,3,6,0,0,1030.0,2.0,0.0,0.001941747572815534,0.0,0.9699949438202248,0.7404140449438202,0.9610904494382022,0,1.0
2026-02-04,line b,shift 1,6,2,6,0,1,774.0,2.0,0.0,0.002583979328165375,0.0,0.9694767045454546,0.7222562499999999,0.9522732954545454,0,0.803
2026-02-04,line b,shift 2,14,2,6,0,1,818.0,6.0,0.0,0.007334963325183374,0.0,0.970316384180791,0.7160909604519774,0.958379661016949,0,0.3255
2026-02-05,line b,shift 3,22,3,6,0,1,887.0,3.0,0.0,0.0033821871476888386,0.0,0.9707780898876404,0.6486887640449438,0.9695876404494382,0,0.3185
2026-02-04,line b,shift 1,6,2,6,0,1,734.0,4.0,0.0,0.005449591280653951,0.0,0.9605514124293784,0.6269536723163842,0.9538604519774012,0,0.221
2026-02-04,line b,shift 2,14,2,6,0,1,819.0,6.0,0.0,0.007326007326007326,0.0,0.961474431818182,0.6564625000000001,0.9428977272727272,0,0.6145
2026-02-05,line b,shift 3,22,3,6,0,1,763.0,2.0,0.0,0.002621231979030144,0.016979167237877846,0.9596569832402236,0.6435245810055866,0.9638513966480448,1,0.983
2026-02-04,line b,shift 1,6,2,6,0,1,975.0,2.0,0.0,0.0020512820512820513,0.0,0.965764,0.7633297142857142,0.9598091428571428,0,0.9418
2026-02-04,line b,shift 2,14,2,6,0,1,936.0,4.0,0.0,0.004273504273504274,0.0,0.961093220338983,0.7580553672316385,0.9796604519774011,0,0.4462
2026-02-05,line b,shift 3,22,3,6,0,1,872.0,3.0,0.0,0.0034403669724770644,0.0,0.95955530726257,0.7858726256983241,0.97316312849162,0,0.75
2026-02-04,line c,shift 1,6,2,6,0,2,944.0,6.0,0.0,0.006355932203389831,0.0,0.9684011363636364,0.7713215909090909,0.9683693181818182,0,0.8784
2026-02-04,line c,shift 2,14,2,6,0,2,925.0,3.0,0.0,0.003243243243243243,0.0,0.9675180790960451,0.7758463276836158,0.9586621468926554,0,0.6263
2026-02-05,line c,shift 3,22,3,6,0,2,756.0,6.0,0.0,0.007936507936507936,0.10709635447710752,0.9660954545454546,0.7738732954545454,0.9695846590909092,1,0.5945
2026-02-04,line c,shift 1,6,2,6,0,2,705.0,2.0,0.0,0.0028368794326241137,0.0,0.9734926553672316,0.6269056497175142,0.955367231638418,0,0.2206
2026-02-04,line c,shift 2,14,2,6,0,2,694.0,5.0,0.0,0.007204610951008645,0.0,0.9717162921348316,0.6548410112359551,0.9551494382022472,0,0.9511
2026-02-05,line c,shift 3,22,3,6,0,2,605.0,3.0,0.0,0.0049586776859504135,0.0,0.9691514450867053,0.6074329479768786,0.9537063583815028,0,0.7109
2026-02-04,line c,shift 1,6,2,6,0,2,1048.0,5.0,0.0,0.004770992366412214,0.0,0.9558448863636364,0.7807528409090909,0.977555681818182,0,0.3848
2026-02-04,line c,shift 2,14,2,6,0,2,1050.0,3.0,0.0,0.002857142857142857,0.0,0.959408,0.7887599999999999,0.9514285714285714,0,1.0
2026-02-05,line c,shift 3,22,3,6,0,2,1013.0,3.0,0.0,0.0029615004935834156,0.0,0.9592327485380115,0.7542111111111112,0.97113216374269,0,0.75
2026-02-04,line d,shift 1,6,2,6,0,3,746.0,2.0,0.0,0.002680965147453083,0.0,0.97625197740113,0.6071683615819209,0.9534841807909604,0,0.3424
2026-02-04,line d,shift 2,14,2,6,0,3,729.0,5.0,0.0,0.006858710562414266,0.0,0.9750948863636364,0.5983465909090909,0.9623090909090908,0,0.7082
2026-02-05,line d,shift 3,22,3,6,0,3,594.0,5.0,0.0,0.008417508417508417,0.06795138865709305,0.9761469273743016,0.5908648044692737,0.9510592178770948,1,0.319
2026-02-04,line d,shift 1,6,2,6,0,3,939.0,6.0,0.0,0.006389776357827476,0.036249998956918716,0.9577932203389832,0.7727412429378532,0.9548954802259888,1,0.9637
2026-02-04,line d,shift 2,14,2,6,0,3,1050.0,3.0,0.0,0.002857142857142857,0.04329860955476761,0.9601118644067796,0.7691152542372881,0.9529186440677966,1,0.7361
2026-02-05,line d,shift 3,22,3,6,0,3,827.0,5.0,0.0,0.006045949214026602,0.062013890594244,0.9582296511627908,0.8025308139534885,0.9455558139534884,1,0.7741
2026-02-04,line d,shift 1,6,2,6,0,3,811.0,3.0,0.0,0.0036991368680641184,0.0,0.970548275862069,0.7340936781609195,0.969635632183908,0,0.9642
2026-02-04,line d,shift 2,14,2,6,0,3,1050.0,2.0,0.0,0.0019047619047619048,0.0,0.9679265536723164,0.677564406779661,0.9646892655367232,0,0.6734
2026-02-05,line d,shift 3,22,3,6,0,3,829.0,5.0,0.0,0.006031363088057901,0.0,0.9663485875706216,0.7424570621468926,0.9622666666666668,0,1.0
2026-02-05,line a,shift 1,6,3,6,0,0,843.0,6.0,0.0,0.0071174377224199285,0.0,0.9714869318181818,0.7811892045454545,0.9603221590909092,0,0.4326
2026-02-05,line a,shift 2,14,3,6,0,0,1050.0,5.0,0.0,0.004761904761904762,0.0,0.9732103448275864,0.7720936781609196,0.9673367816091952,0,0.8333
2026-02-06,line a,shift 3,22,4,6,0,0,1029.0,2.0,0.0,0.001943634596695821,0.057673610746860504,0.9726114285714286,0.7704497142857143,0.9543937142857144,1,0.2068
2026-02-05,line a,shift 1,6,3,6,0,0,720.0,3.0,0.0,0.004166666666666667,0.0,0.9579948863636364,0.6420017045454546,0.9496204545454544,0,0.4095
2026-02-05,line a,shift 2,14,3,6,0,0,773.0,2.0,0.0,0.00258732212160414,0.0,0.9595845714285716,0.6536731428571428,0.9767611428571428,0,1.0
2026-02-06,line a,shift 3,22,4,6,0,0,718.0,3.0,0.0,0.004178272980501393,0.053090278059244156,0.960858757062147,0.6334305084745763,0.9482943502824858,1,0.2179
2026-02-05,line a,shift 1,6,3,6,0,0,796.0,4.0,0.0,0.005025125628140704,0.0,0.9711568965517242,0.7715344827586208,0.9542132183908044,0,0.5058
2026-02-05,line a,shift 2,14,3,6,0,0,892.0,3.0,0.0,0.0033632286995515697,0.0,0.9698011363636364,0.75509375,0.9680863636363636,0,1.0
2026-02-06,line a,shift 3,22,4,6,0,0,1050.0,6.0,0.0,0.005714285714285714,0.0,0.9699949438202248,0.7404140449438202,0.9610904494382022,0,0.8571
2026-02-05,line b,shift 1,6,3,6,0,1,863.0,2.0,0.0,0.002317497103128621,0.0,0.9694767045454546,0.7222562499999999,0.9522732954545454,0,1.0
2026-02-05,line b,shift 2,14,3,6,0,1,924.0,4.0,0.0,0.004329004329004329,0.0,0.970316384180791,0.7160909604519774,0.958379661016949,0,0.6202
2026-02-06,line b,shift 3,22,4,6,0,1,759.0,5.0,0.0,0.006587615283267457,0.0,0.9707780898876404,0.6486887640449438,0.9695876404494382,0,0.8607
2026-02-05,line b,shift 1,6,3,6,0,1,723.0,3.0,0.0,0.004149377593360996,0.008784722536802292,0.9605514124293784,0.6269536723163842,0.9538604519774012,1,0.8676
2026-02-05,line b,shift 2,14,3,6,0,1,858.0,5.0,0.0,0.005827505827505828,0.00850694440305233,0.961474431818182,0.6564625000000001,0.9428977272727272,1,0.8262
2026-02-06,line b,shift 3,22,4,6,0,1,890.0,1.0,0.0,0.0011235955056179776,0.10709635447710752,0.9596569832402236,0.6435245810055866,0.9638513966480448,1,0.5785
2026-02-05,line b,shift 1,6,3,6,0,1,1050.0,3.0,0.0,0.002857142857142857,0.0,0.965764,0.7633297142857142,0.9598091428571428,0,1.0
2026-02-05,line b,shift 2,14,3,6,0,1,1050.0,4.0,0.0,0.0038095238095238095,0.0,0.961093220338983,0.7580553672316385,0.9796604519774011,0,0.3697
2026-02-06,line b,shift 3,22,4,6,0,1,1033.0,6.0,0.0,0.005808325266214908,0.08704861253499985,0.95955530726257,0.7858726256983241,0.97316312849162,1,0.913
2026-02-05,line c,shift 1,6,3,6,0,2,1050.0,5.0,0.0,0.004761904761904762,0.10709635447710752,0.9684011363636364,0.7713215909090909,0.9683693181818182,1,0.862
2026-02-05,line c,shift 2,14,3,6,0,2,969.0,2.0,0.0,0.0020639834881320948,0.10709635447710752,0.9675180790960451,0.7758463276836158,0.9586621468926554,1,0.8631
2026-02-06,line c,shift 3,22,4,6,0,2,915.0,2.0,0.0,0.002185792349726776,0.0,0.9660954545454546,0.7738732954545454,0.9695846590909092,0,0.433
2026-02-05,line c,shift 1,6,3,6,0,2,694.0,3.0,0.0,0.004322766570605188,0.0,0.9734926553672316,0.6269056497175142,0.955367231638418,0,0.4621
