record_id,timestamp,record_date,machine_id,machine_name,line_id,line_name,line_process_id,shift_id,total_output,avg_cycle_time_sec,throughput_units_per_hour,shift_total_pass,operating_seconds,oee,availability,performance,quality,total_produced,total_pass,total_reject,defect_rate,cum_running_hours,days_since_last_maintenance,corrective_wo_last_7d,preventive_wo_last_30d,hours_to_next_failure_event,failure_next_24h,maintenance_risk_level
c6272d64-4395-453f-9d33-aa4a8f2b1a5c,2026-02-09 17:20:00,2026-02-09,081f1278-fb94-44c6-a64f-edfe6a0596ca,Vision Inspection 01,0a4d2182-cf07-4dc3-b494-5cc84d4e97d9,Line A,fa41b074-82b3-4146-b745-ba968159798b,15b09269-ea40-4cc7-aeca-d0c85b53e3da,960,10.28,120.0,4,28800,0.334,1.0,0.334,1.0,4.0,4.0,0.0,0.0,225.82,3.35,2,1,22.67,Yes,Low Risk
971700d5-0374-4bb2-9ff9-71e358b7f570,2026-02-10 00:30:00,2026-02-10,081f1278-fb94-44c6-a64f-edfe6a0596ca,Vision Inspection 01,0a4d2182-cf07-4dc3-b494-5cc84d4e97d9,Line A,fa41b074-82b3-4146-b745-ba968159798b,b1b71e03-f8a2-456d-b6a6-389839d0bdd4,1050,26.47,131.25,4,28800,0.7857,1.0,0.7857,1.0,4.0,4.0,0.0,0.0,225.82,3.65,2,1,15.5,Yes,Low Risk
077bfe03-8361-407a-8bdd-7a41728e702f,2026-02-10 07:00:00,2026-02-10,081f1278-fb94-44c6-a64f-edfe6a0596ca,Vision Inspection 01,0a4d2182-cf07-4dc3-b494-5cc84d4e97d9,Line A,fa41b074-82b3-4146-b745-ba968159798b,4a28e93f-183c-4b5f-9e90-703d80626680,1050,11.33,135.64,4,27867,0.3258,0.9676,0.4209,0.8,5.0,4.0,1.0,0.2,225.82,3.92,2,1,9.0,Yes,Low Risk
bf47569a-d306-4f8e-b514-903dbde9545b,2026-02-10 19:29:00,2026-02-10,081f1278-fb94-44c6-a64f-edfe6a0596ca,Vision Inspection 01,0a4d2182-cf07-4dc3-b494-5cc84d4e97d9,Line A,fa41b074-82b3-4146-b745-ba968159798b,15b09269-ea40-4cc7-aeca-d0c85b53e3da,1050,18.95,136.99,3,27593,0.6012,0.9581,0.6275,1.0,3.0,3.0,0.0,0.0,371.7,4.44,3,1,268.56,No,No Risk
79376f38-74de-4a06-844e-1119c95c18f0,2026-02-11 03:25:00,2026-02-11,081f1278-fb94-44c6-a64f-edfe6a0596ca,Vision Inspection 01,0a4d2182-cf07-4dc3-b494-5cc84d4e97d9,Line A,fa41b074-82b3-4146-b745-ba968159798b,b1b71e03-f8a2-456d-b6a6-389839d0bdd4,1050,20.9,136.45,4,27703,0.572,0.9619,0.5947,1.0,4.0,4.0,0.0,0.0,371.7,4.77,3,1,260.63,No,No Risk
41685648-cce3-4f49-9a20-24e3ed20ed52,2026-02-11 11:23:00,2026-02-11,081f1278-fb94-44c6-a64f-edfe6a0596ca,Vision Inspection 01,0a4d2182-cf07-4dc3-b494-5cc84d4e97d9,Line A,fa41b074-82b3-4146-b745-ba968159798b,4a28e93f-183c-4b5f-9e90-703d80626680,1047,33.3,130.88,5,28800,1.0,1.0,1.0,1.0,5.0,5.0,0.0,0.0,371.7,5.1,3,1,252.66,No,No Risk
b50a0ee1-f610-4f56-bb33-3d686c21982e,2026-02-11 21:11:00,2026-02-11,081f1278-fb94-44c6-a64f-edfe6a0596ca,Vision Inspection 01,0a4d2182-cf07-4dc3-b494-5cc84d4e97d9,Line A,fa41b074-82b3-4146-b745-ba968159798b,15b09269-ea40-4cc7-aeca-d0c85b53e3da,1050,40.63,131.25,4,28800,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,371.7,5.51,2,1,242.86,No,No Risk
612f561a-5c59-45d5-8d45-76bb6e8bbc7a,2026-02-12 01:28:00,2026-02-12,081f1278-fb94-44c6-a64f-edfe6a0596ca,Vision Inspection 01,0a4d2182-cf07-4dc3-b494-5cc84d4e97d9,Line A,fa41b074-82b3-4146-b745-ba968159798b,b1b71e03-f8a2-456d-b6a6-389839d0bdd4,1050,25.56,131.25,4,28800,0.7386,1.0,0.7386,1.0,3.0,3.0,0.0,0.0,371.7,5.69,2,1,238.58,No,No Risk
7a28c5ec-6db7-479e-b2eb-54fbfe5fbf46,2026-02-12 11:01:00,2026-02-12,081f1278-fb94-44c6-a64f-edfe6a0596ca,Vision Inspection 01,0a4d2182-cf07-4dc3-b494-5cc84d4e97d9,Line A,fa41b074-82b3-4146-b745-ba968159798b,4a28e93f-183c-4b5f-9e90-703d80626680,1007,23.52,125.88,5,28800,0.6601,1.0,0.6601,1.0,5.0,5.0,0.0,0.0,371.7,6.09,2,1,229.03,No,No Risk
c736a982-c494-48fe-b6f6-595eb20b0736,2026-02-12 15:31:00,2026-02-12,081f1278-fb94-44c6-a64f-edfe6a0596ca,Vision Inspection 01,0a4d2182-cf07-4dc3-b494-5cc84d4e97d9,Line A,fa41b074-82b3-4146-b745-ba968159798b,15b09269-ea40-4cc7-aeca-d0c85b53e3da,1050,31.95,131.25,5,28800,0.8714,1.0,0.8714,1.0,5.0,5.0,0.0,0.0,371.7,6.28,2,1,224.53,No,No Risk
f60a23ec-8a57-4cf2-8744-d45a61106127,2026-02-13 00:47:00,2026-02-13,081f1278-fb94-44c6-a64f-edfe6a0596ca,Vision Inspection 01,0a4d2182-cf07-4dc3-b494-5cc84d4e97d9,Line A,fa41b074-82b3-4146-b745-ba968159798b,b1b71e03-f8a2-456d-b6a6-389839d0bdd4,1050,43.48,131.25,3,28800,1.0,1.0,1.0,1.0,5.0,5.0,0.0,0.0,371.7,6.66,2,1,215.26,No,No Risk
7651f59f-dfb5-449b-9966-33769b0284de,2026-02-13 06:39:00,2026-02-13,081f1278-fb94-44c6-a64f-edfe6a0596ca,Vision Inspection 01,0a4d2182-cf07-4dc3-b494-5cc84d4e97d9,Line A,fa41b074-82b3-4146-b745-ba968159798b,4a28e93f-183c-4b5f-9e90-703d80626680,998,15.67,124.75,6,28800,0.4065,1.0,0.4065,1.0,6.0,6.0,0.0,0.0,371.7,6.91,2,1,209.4,No,No Risk
a86e429b-e117-4714-83fe-0ff6a3d4ace1,2026-02-13 15:23:00,2026-02-13,081f1278-fb94-44c6-a64f-edfe6a0596ca,Vision Inspection 01,0a4d2182-cf07-4dc3-b494-5cc84d4e97d9,Line A,fa41b074-82b3-4146-b745-ba968159798b,15b09269-ea40-4cc7-aeca-d0c85b53e3da,947,47.97,118.38,3,28800,0.75,1.0,1.0,0.75,4.0,3.0,1.0,0.25,371.7,7.27,2,1,200.66,No,No Risk
8a23f3d3-85e2-4901-b548-665545aa7970,2026-02-14 05:33:00,2026-02-14,081f1278-fb94-44c6-a64f-edfe6a0596ca,Vision Inspection 01,0a4d2182-cf07-4dc3-b494-5cc84d4e97d9,Line A,fa41b074-82b3-4146-b745-ba968159798b,b1b71e03-f8a2-456d-b6a6-389839d0bdd4,1050,36.75,131.25,5,28800,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,371.7,7.86,2,1,186.5,No,No Risk
d8bc4863-b93b-4d66-b2e8-e54319367ef1,2026-02-14 06:09:00,2026-02-14,081f1278-fb94-44c6-a64f-edfe6a0596ca,Vision Inspection 01,0a4d2182-cf07-4dc3-b494-5cc84d4e97d9,Line A,fa41b074-82b3-4146-b745-ba968159798b,4a28e93f-183c-4b5f-9e90-703d80626680,945,38.4,118.12,3,28800,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,371.7,7.89,2,1,185.9,No,No Risk
cb15c0e6-dcc1-428d-9f2a-eb7e57492f39,2026-02-14 17:34:00,2026-02-14,081f1278-fb94-44c6-a64f-edfe6a0596ca,Vision Inspection 01,0a4d2182-cf07-4dc3-b494-5cc84d4e97d9,Line A,fa41b074-82b3-4146-b745-ba968159798b,15b09269-ea40-4cc7-aeca-d0c85b53e3da,1050,14.1,131.25,5,28800,0.4094,1.0,0.4094,1.0,5.0,5.0,0.0,0.0,371.7,8.36,1,1,174.48,No,No Risk
1bde598a-74d6-4902-b16a-0fd6365a3b50,2026-02-15 02:32:00,2026-02-15,081f1278-fb94-44c6-a64f-edfe6a0596ca,Vision Inspection 01,0a4d2182-cf07-4dc3-b494-5cc84d4e97d9,Line A,fa41b074-82b3-4146-b745-ba968159798b,b1b71e03-f8a2-456d-b6a6-389839d0bdd4,1050,13.85,131.25,4,28800,0.4287,1.0,0.4287,1.0,5.0,5.0,0.0,0.0,371.7,8.73,1,1,165.51,No,No Risk
dd6c3947-50c3-4a3c-9616-3071dc04b22c,2026-02-15 13:40:00,2026-02-15,081f1278-fb94-44c6-a64f-edfe6a0596ca,Vision Inspection 01,0a4d2182-cf07-4dc3-b494-5cc84d4e97d9,Line A,fa41b074-82b3-4146-b745-ba968159798b,4a28e93f-183c-4b5f-9e90-703d80626680,934,16.88,116.75,5,28800,0.3546,1.0,0.4255,0.8333,6.0,5.0,1.0,0.1667,371.7,9.2,1,1,154.38,No,No Risk
520f4177-0555-4a58-9ca7-34f583bff0d5,2026-02-15 18:44:00,2026-02-15,081f1278-fb94-44c6-a64f-edfe6a0596ca,Vision Inspection 01,0a4d2182-cf07-4dc3-b494-5cc84d4e97d9,Line A,fa41b074-82b3-4146-b745-ba968159798b,15b09269-ea40-4cc7-aeca-d0c85b53e3da,944,40.78,118.0,2,28800,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,371.7,9.41,1,1,149.31,No,No Risk
64c4d569-d4e7-44a9-b874-1c00412b7f9b,2026-02-16 01:07:00,2026-02-16,081f1278-fb94-44c6-a64f-edfe6a0596ca,Vision Inspection 01,0a4d2182-cf07-4dc3-b494-5cc84d4e97d9,Line A,fa41b074-82b3-4146-b745-ba968159798b,b1b71e03-f8a2-456d-b6a6-389839d0bdd4,1050,14.33,131.25,5,28800,0.4794,1.0,0.4794,1.0,3.0,3.0,0.0,0.0,371.7,9.68,1,1,142.93,No,No Risk
dd6bb23c-959e-4648-b222-fb5a966e3708,2026-02-16 11:37:00,2026-02-16,081f1278-fb94-44c6-a64f-edfe6a0596ca,Vision Inspection 01,0a4d2182-cf07-4dc3-b494-5cc84d4e97d9,Line A,fa41b074-82b3-4146-b745-ba968159798b,4a28e93f-183c-4b5f-9e90-703d80626680,1018,12.5,132.18,5,27725,0.3332,0.9627,0.4153,0.8333,6.0,5.0,1.0,0.1667,371.7,10.11,1,1,132.43,No,No Risk
88e2db53-7758-4215-b75a-3a6d63384931,2026-02-16 17:58:00,2026-02-16,081f1278-fb94-44c6-a64f-edfe6a0596ca,Vision Inspection 01,0a4d2182-cf07-4dc3-b494-5cc84d4e97d9,Line A,fa41b074-82b3-4146-b745-ba968159798b,15b09269-ea40-4cc7-aeca-d0c85b53e3da,873,44.05,113.16,3,27772,0.9643,0.9643,1.0,1.0,3.0,3.0,0.0,0.0,371.7,10.38,1,1,126.08,No,No Risk
024fc699-55dc-48ab-a0e7-12728fea0933,2026-02-16 22:30:00,2026-02-16,081f1278-fb94-44c6-a64f-edfe6a0596ca,Vision Inspection 01,0a4d2182-cf07-4dc3-b494-5cc84d4e97d9,Line A,fa41b074-82b3-4146-b745-ba968159798b,b1b71e03-f8a2-456d-b6a6-389839d0bdd4,1033,11.45,133.91,3,27770,0.3554,0.9642,0.3686,1.0,3.0,3.0,0.0,0.0,378.72,0.13,1,2,121.55,No,No Risk
89f76b26-48c2-4699-8d8b-21fc32c562db,2026-02-17 13:14:00,2026-02-17,081f1278-fb94-44c6-a64f-edfe6a0596ca,Vision Inspection 01,0a4d2182-cf07-4dc3-b494-5cc84d4e97d9,Line A,fa41b074-82b3-4146-b745-ba968159798b,4a28e93f-183c-4b5f-9e90-703d80626680,1050,33.57,131.25,3,28800,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,490.83,0.75,1,3,106.81,No,No Risk
7a8265a0-576c-4d1b-85cb-8791c8821c1a,2026-02-17 17:57:00,2026-02-17,081f1278-fb94-44c6-a64f-edfe6a0596ca,Vision Inspection 01,0a4d2182-cf07-4dc3-b494-5cc84d4e97d9,Line A,fa41b074-82b3-4146-b745-ba968159798b,15b09269-ea40-4cc7-aeca-d0c85b53e3da,1000,32.51,125.0,4,28800,0.8517,1.0,0.8517,1.0,4.0,4.0,0.0,0.0,490.83,0.94,0,3,102.1,No,No Risk
36e530fb-acc7-4e14-83da-0571873b4508,2026-02-18 01:19:00,2026-02-18,081f1278-fb94-44c6-a64f-edfe6a0596ca,Vision Inspection 01,0a4d2182-cf07-4dc3-b494-5cc84d4e97d9,Line A,fa41b074-82b3-4146-b745-ba968159798b,b1b71e03-f8a2-456d-b6a6-389839d0bdd4,956,17.29,119.5,2,28800,0.5404,1.0,0.5404,1.0,7.0,7.0,0.0,0.0,490.83,1.25,0,3,94.73,No,No Risk
6413b110-ed0e-448b-9597-af1211d3942c,2026-02-18 09:54:00,2026-02-18,081f1278-fb94-44c6-a64f-edfe6a0596ca,Vision Inspection 01,0a4d2182-cf07-4dc3-b494-5cc84d4e97d9,Line A,fa41b074-82b3-4146-b745-ba968159798b,4a28e93f-183c-4b5f-9e90-703d80626680,997,30.6,124.62,3,28800,0.8024,1.0,0.8024,1.0,3.0,3.0,0.0,0.0,490.83,1.61,0,3,86.15,No,No Risk
f0c0daca-2dfc-48d1-ab04-46b255a6580b,2026-02-18 17:41:00,2026-02-18,081f1278-fb94-44c6-a64f-edfe6a0596ca,Vision Inspection 01,0a4d2182-cf07-4dc3-b494-5cc84d4e97d9,Line A,fa41b074-82b3-4146-b745-ba968159798b,15b09269-ea40-4cc7-aeca-d0c85b53e3da,1050,50.28,131.25,4,28800,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,490.83,1.93,0,3,78.36,No,No Risk
feee994e-34c3-48da-84e2-f80e63d7b1f4,2026-02-19 02:49:00,2026-02-19,081f1278-fb94-44c6-a64f-edfe6a0596ca,Vision Inspection 01,0a4d2182-cf07-4dc3-b494-5cc84d4e97d9,Line A,fa41b074-82b3-4146-b745-ba968159798b,b1b71e03-f8a2-456d-b6a6-389839d0bdd4,939,43.55,117.38,7,28800,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,490.83,2.31,0,3,69.23,No,No Risk
5dab1b32-8ab8-4e6a-8967-c24b94cdd9c7,2026-02-19 12:35:00,2026-02-19,081f1278-fb94-44c6-a64f-edfe6a0596ca,Vision Inspection 01,0a4d2182-cf07-4dc3-b494-5cc84d4e97d9,Line A,fa41b074-82b3-4146-b745-ba968159798b,4a28e93f-183c-4b5f-9e90-703d80626680,1001,40.43,125.12,5,28800,1.0,1.0,1.0,1.0,5.0,5.0,0.0,0.0,490.83,2.72,0,3,59.46,No,No Risk
6af35c01-4655-4afc-87c4-037eb9c4fd66,2026-02-19 19:34:00,2026-02-19,081f1278-fb94-44c6-a64f-edfe6a0596ca,Vision Inspection 01,0a4d2182-cf07-4dc3-b494-5cc84d4e97d9,Line A,fa41b074-82b3-4146-b745-ba968159798b,15b09269-ea40-4cc7-aeca-d0c85b53e3da,923,15.3,115.38,3,28800,0.3862,1.0,0.3862,1.0,3.0,3.0,0.0,0.0,490.83,3.01,0,3,52.48,No,No Risk
968bc756-0b0b-4d7a-851b-f4fd60a57e36,2026-02-20 02:11:00,2026-02-20,081f1278-fb94-44c6-a64f-edfe6a0596ca,Vision Inspection 01,0a4d2182-cf07-4dc3-b494-5cc84d4e97d9,Line A,fa41b074-82b3-4146-b745-ba968159798b,b1b71e03-f8a2-456d-b6a6-389839d0bdd4,1050,20.55,131.25,4,28800,0.6132,1.0,0.6132,1.0,2.0,1.0,1.0,0.5,490.83,3.29,0,3,45.86,No,No Risk
