recorded_hour,day_of_week,week_of_year,is_weekend,line_encoded,total_pass,pass_rate,downtime_rate,availability,performance,quality,downtime_count,efficiency
6,1,6,0,3,4.0,0.004210526315789474,0.0,0.9577932203389832,0.7727412429378532,0.9548954802259888,0,1.0
14,1,6,0,3,3.0,0.003232758620689655,0.0,0.9601118644067796,0.7691152542372881,0.9529186440677966,0,1.0
22,2,6,0,3,6.0,0.007989347536617843,0.03958333283662796,0.9582296511627908,0.8025308139534885,0.9455558139534884,1,0.8962
6,1,6,0,3,3.0,0.003260869565217391,0.0,0.970548275862069,0.7340936781609195,0.969635632183908,0,0.4328
14,1,6,0,3,3.0,0.003303964757709251,0.0,0.9679265536723164,0.677564406779661,0.9646892655367232,0,0.3848
22,2,6,0,3,5.0,0.004830917874396135,0.0,0.9663485875706216,0.7424570621468926,0.9622666666666668,0,0.6555
6,2,6,0,0,5.0,0.005701254275940707,0.057951390743255615,0.9714869318181818,0.7811892045454545,0.9603221590909092,1,0.942
14,2,6,0,0,5.0,0.005417118093174431,0.03760416805744171,0.9732103448275864,0.7720936781609196,0.9673367816091952,1,0.9624
22,3,6,0,0,4.0,0.0041025641025641026,0.0,0.9726114285714286,0.7704497142857143,0.9543937142857144,0,0.7208
6,2,6,0,0,6.0,0.007585335018963337,0.0,0.9579948863636364,0.6420017045454546,0.9496204545454544,0,0.4389
14,2,6,0,0,2.0,0.00258732212160414,0.0,0.9595845714285716,0.6536731428571428,0.9767611428571428,0,0.3962
22,3,6,0,0,3.0,0.004037685060565276,0.0,0.960858757062147,0.6334305084745763,0.9482943502824858,0,0.4702
6,2,6,0,0,5.0,0.004780114722753346,0.0,0.9711568965517242,0.7715344827586208,0.9542132183908044,0,1.0
14,2,6,0,0,6.0,0.0069605568445475635,0.0,0.9698011363636364,0.75509375,0.9680863636363636,0,1.0
22,3,6,0,0,2.0,0.001941747572815534,0.0,0.9699949438202248,0.7404140449438202,0.9610904494382022,0,1.0
6,2,6,0,1,2.0,0.002583979328165375,0.0,0.9694767045454546,0.7222562499999999,0.9522732954545454,0,0.803
14,2,6,0,1,6.0,0.007334963325183374,0.0,0.970316384180791,0.7160909604519774,0.958379661016949,0,0.3255
22,3,6,0,1,3.0,0.0033821871476888386,0.0,0.9707780898876404,0.6486887640449438,0.9695876404494382,0,0.3185
6,2,6,0,1,4.0,0.005449591280653951,0.0,0.9605514124293784,0.6269536723163842,0.9538604519774012,0,0.221
14,2,6,0,1,6.0,0.007326007326007326,0.0,0.961474431818182,0.6564625000000001,0.9428977272727272,0,0.6145
22,3,6,0,1,2.0,0.002621231979030144,0.016979167237877846,0.9596569832402236,0.6435245810055866,0.9638513966480448,1,0.983
6,2,6,0,1,2.0,0.0020512820512820513,0.0,0.965764,0.7633297142857142,0.9598091428571428,0,0.9418
14,2,6,0,1,4.0,0.004273504273504274,0.0,0.961093220338983,0.7580553672316385,0.9796604519774011,0,0.4462
22,3,6,0,1,3.0,0.0034403669724770644,0.0,0.95955530726257,0.7858726256983241,0.97316312849162,0,0.75
6,2,6,0,2,6.0,0.006355932203389831,0.0,0.9684011363636364,0.7713215909090909,0.9683693181818182,0,0.8784
14,2,6,0,2,3.0,0.003243243243243243,0.0,0.9675180790960451,0.7758463276836158,0.9586621468926554,0,0.6263
22,3,6,0,2,6.0,0.007936507936507936,0.10709635447710752,0.9660954545454546,0.7738732954545454,0.9695846590909092,1,0.5945
6,2,6,0,2,2.0,0.0028368794326241137,0.0,0.9734926553672316,0.6269056497175142,0.955367231638418,0,0.2206
14,2,6,0,2,5.0,0.007204610951008645,0.0,0.9717162921348316,0.6548410112359551,0.9551494382022472,0,0.9511
22,3,6,0,2,3.0,0.0049586776859504135,0.0,0.9691514450867053,0.6074329479768786,0.9537063583815028,0,0.7109
6,2,6,0,2,5.0,0.004770992366412214,0.0,0.9558448863636364,0.7807528409090909,0.977555681818182,0,0.3848
14,2,6,0,2,3.0,0.002857142857142857,0.0,0.959408,0.7887599999999999,0.9514285714285714,0,1.0
22,3,6,0,2,3.0,0.0029615004935834156,0.0,0.9592327485380115,0.7542111111111112,0.97113216374269,0,0.75
6,2,6,0,3,2.0,0.002680965147453083,0.0,0.97625197740113,0.6071683615819209,0.9534841807909604,0,0.3424
14,2,6,0,3,5.0,0.006858710562414266,0.0,0.9750948863636364,0.5983465909090909,0.9623090909090908,0,0.7082
22,3,6,0,3,5.0,0.008417508417508417,0.06795138865709305,0.9761469273743016,0.5908648044692737,0.9510592178770948,1,0.319
6,2,6,0,3,6.0,0.006389776357827476,0.036249998956918716,0.9577932203389832,0.7727412429378532,0.9548954802259888,1,0.9637
14,2,6,0,3,3.0,0.002857142857142857,0.04329860955476761,0.9601118644067796,0.7691152542372881,0.9529186440677966,1,0.7361
22,3,6,0,3,5.0,0.006045949214026602,0.062013890594244,0.9582296511627908,0.8025308139534885,0.9455558139534884,1,0.7741
6,2,6,0,3,3.0,0.0036991368680641184,0.0,0.970548275862069,0.7340936781609195,0.969635632183908,0,0.9642
14,2,6,0,3,2.0,0.0019047619047619048,0.0,0.9679265536723164,0.677564406779661,0.9646892655367232,0,0.6734
22,3,6,0,3,5.0,0.006031363088057901,0.0,0.9663485875706216,0.7424570621468926,0.9622666666666668,0,1.0
6,3,6,0,0,6.0,0.0071174377224199285,0.0,0.9714869318181818,0.7811892045454545,0.9603221590909092,0,0.4326
14,3,6,0,0,5.0,0.004761904761904762,0.0,0.9732103448275864,0.7720936781609196,0.9673367816091952,0,0.8333
22,4,6,0,0,2.0,0.001943634596695821,0.057673610746860504,0.9726114285714286,0.7704497142857143,0.9543937142857144,1,0.2068
6,3,6,0,0,3.0,0.004166666666666667,0.0,0.9579948863636364,0.6420017045454546,0.9496204545454544,0,0.4095
14,3,6,0,0,2.0,0.00258732212160414,0.0,0.9595845714285716,0.6536731428571428,0.9767611428571428,0,1.0
22,4,6,0,0,3.0,0.004178272980501393,0.053090278059244156,0.960858757062147,0.6334305084745763,0.9482943502824858,1,0.2179
6,3,6,0,0,4.0,0.005025125628140704,0.0,0.9711568965517242,0.7715344827586208,0.9542132183908044,0,0.5058
14,3,6,0,0,3.0,0.0033632286995515697,0.0,0.9698011363636364,0.75509375,0.9680863636363636,0,1.0
22,4,6,0,0,6.0,0.005714285714285714,0.0,0.9699949438202248,0.7404140449438202,0.9610904494382022,0,0.8571
6,3,6,0,1,2.0,0.002317497103128621,0.0,0.9694767045454546,0.7222562499999999,0.9522732954545454,0,1.0
14,3,6,0,1,4.0,0.004329004329004329,0.0,0.970316384180791,0.7160909604519774,0.958379661016949,0,0.6202
22,4,6,0,1,5.0,0.006587615283267457,0.0,0.9707780898876404,0.6486887640449438,0.9695876404494382,0,0.8607
6,3,6,0,1,3.0,0.004149377593360996,0.008784722536802292,0.9605514124293784,0.6269536723163842,0.9538604519774012,1,0.8676
14,3,6,0,1,5.0,0.005827505827505828,0.00850694440305233,0.961474431818182,0.6564625000000001,0.9428977272727272,1,0.8262
22,4,6,0,1,1.0,0.0011235955056179776,0.10709635447710752,0.9596569832402236,0.6435245810055866,0.9638513966480448,1,0.5785
6,3,6,0,1,3.0,0.002857142857142857,0.0,0.965764,0.7633297142857142,0.9598091428571428,0,1.0
14,3,6,0,1,4.0,0.0038095238095238095,0.0,0.961093220338983,0.7580553672316385,0.9796604519774011,0,0.3697
22,4,6,0,1,6.0,0.005808325266214908,0.08704861253499985,0.95955530726257,0.7858726256983241,0.97316312849162,1,0.913
6,3,6,0,2,5.0,0.004761904761904762,0.10709635447710752,0.9684011363636364,0.7713215909090909,0.9683693181818182,1,0.862
14,3,6,0,2,2.0,0.0020639834881320948,0.10709635447710752,0.9675180790960451,0.7758463276836158,0.9586621468926554,1,0.8631
22,4,6,0,2,2.0,0.002185792349726776,0.0,0.9660954545454546,0.7738732954545454,0.9695846590909092,0,0.433
6,3,6,0,2,3.0,0.004322766570605188,0.0,0.9734926553672316,0.6269056497175142,0.955367231638418,0,0.4621
14,3,6,0,2,5.0,0.007072135785007072,0.0,0.9717162921348316,0.6548410112359551,0.9551494382022472,0,0.4195
22,4,6,0,2,3.0,0.004335260115606936,0.0,0.9691514450867053,0.6074329479768786,0.9537063583815028,0,0.619
6,3,6,0,2,2.0,0.002285714285714286,0.0,0.9558448863636364,0.7807528409090909,0.977555681818182,0,0.423
14,3,6,0,2,2.0,0.002103049421661409,0.0,0.959408,0.7887599999999999,0.9514285714285714,0,0.8988
22,4,6,0,2,6.0,0.0062827225130890054,0.08812499791383743,0.9592327485380115,0.7542111111111112,0.97113216374269,1,0.3963
6,3,6,0,3,4.0,0.0068846815834767644,0.10709635447710752,0.97625197740113,0.6071683615819209,0.9534841807909604,1,0.2019
14,3,6,0,3,2.0,0.0025380710659898475,0.06784722208976746,0.9750948863636364,0.5983465909090909,0.9623090909090908,1,0.6215
22,4,6,0,3,4.0,0.005772005772005772,0.0,0.9761469273743016,0.5908648044692737,0.9510592178770948,0,0.4022
6,3,6,0,3,5.0,0.005820721769499418,0.10709635447710752,0.9577932203389832,0.7727412429378532,0.9548954802259888,1,0.8478
14,3,6,0,3,6.0,0.006904487917146145,0.07708333432674408,0.9601118644067796,0.7691152542372881,0.9529186440677966,1,0.9229
22,4,6,0,3,2.0,0.002577319587628866,0.0,0.9582296511627908,0.8025308139534885,0.9455558139534884,0,0.5149
6,3,6,0,3,6.0,0.007537688442211055,0.0,0.970548275862069,0.7340936781609195,0.969635632183908,0,0.7548
14,3,6,0,3,5.0,0.005235602094240838,0.0,0.9679265536723164,0.677564406779661,0.9646892655367232,0,0.327
22,4,6,0,3,3.0,0.0036900369003690036,0.0,0.9663485875706216,0.7424570621468926,0.9622666666666668,0,0.8847
6,4,6,0,0,5.0,0.004780114722753346,0.10298611223697662,0.9714869318181818,0.7811892045454545,0.9603221590909092,1,0.6271
14,4,6,0,0,4.0,0.004069175991861648,0.07999999821186066,0.9732103448275864,0.7720936781609196,0.9673367816091952,1,0.4772
22,5,6,1,0,3.0,0.0030241935483870967,0.10709635447710752,0.9726114285714286,0.7704497142857143,0.9543937142857144,1,0.5229
6,4,6,0,0,2.0,0.002677376171352075,0.10709635447710752,0.9579948863636364,0.6420017045454546,0.9496204545454544,1,0.503
14,4,6,0,0,3.0,0.004392386530014641,0.07232639193534851,0.9595845714285716,0.6536731428571428,0.9767611428571428,1,0.8931
22,5,6,1,0,6.0,0.008152173913043478,0.08489583432674408,0.960858757062147,0.6334305084745763,0.9482943502824858,1,0.2409
6,4,6,0,0,6.0,0.006472491909385114,0.0,0.9711568965517242,0.7715344827586208,0.9542132183908044,0,0.5704
14,4,6,0,0,3.0,0.0029644268774703555,0.0,0.9698011363636364,0.75509375,0.9680863636363636,0,1.0
22,5,6,1,0,3.0,0.003131524008350731,0.10709635447710752,0.9699949438202248,0.7404140449438202,0.9610904494382022,1,0.3752
6,4,6,0,1,4.0,0.004188481675392671,0.0,0.9694767045454546,0.7222562499999999,0.9522732954545454,0,0.6762
14,4,6,0,1,6.0,0.0079155672823219,0.0,0.970316384180791,0.7160909604519774,0.958379661016949,0,0.8404
22,5,6,1,1,3.0,0.003865979381443299,0.0,0.9707780898876404,0.6486887640449438,0.9695876404494382,0,1.0
6,4,6,0,1,2.0,0.0026595744680851063,0.05260416492819786,0.9605514124293784,0.6269536723163842,0.9538604519774012,1,0.5123
14,4,6,0,1,5.0,0.006031363088057901,0.04142361134290695,0.961474431818182,0.6564625000000001,0.9428977272727272,1,0.6696
22,5,6,1,1,5.0,0.005868544600938967,0.0,0.9596569832402236,0.6435245810055866,0.9638513966480448,0,0.8819
6,4,6,0,1,2.0,0.0020181634712411706,0.09798610955476761,0.965764,0.7633297142857142,0.9598091428571428,1,0.734
14,4,6,0,1,4.0,0.004419889502762431,0.03895833343267441,0.961093220338983,0.7580553672316385,0.9796604519774011,1,0.6429
22,5,6,1,1,4.0,0.00411522633744856,0.03861111029982567,0.95955530726257,0.7858726256983241,0.97316312849162,1,0.9614
6,4,6,0,2,5.0,0.0051440329218107,0.0,0.9684011363636364,0.7713215909090909,0.9683693181818182,0,0.4218
14,4,6,0,2,2.0,0.0019047619047619048,0.0,0.9675180790960451,0.7758463276836158,0.9586621468926554,0,0.5662
22,5,6,1,2,5.0,0.005592841163310962,0.0,0.9660954545454546,0.7738732954545454,0.9695846590909092,0,0.6956
6,4,6,0,2,4.0,0.0055248618784530384,0.0,0.9734926553672316,0.6269056497175142,0.955367231638418,0,0.6458
14,4,6,0,2,5.0,0.005773672055427252,0.0,0.9717162921348316,0.6548410112359551,0.9551494382022472,0,0.7181
22,5,6,1,2,4.0,0.005873715124816446,0.0,0.9691514450867053,0.6074329479768786,0.9537063583815028,0,0.2641
6,4,6,0,2,6.0,0.005970149253731343,0.06222222372889519,0.9558448863636364,0.7807528409090909,0.977555681818182,1,0.476
14,4,6,0,2,2.0,0.0022002200220022,0.08364583551883698,0.959408,0.7887599999999999,0.9514285714285714,1,0.3993
22,5,6,1,2,4.0,0.0038095238095238095,0.0,0.9592327485380115,0.7542111111111112,0.97113216374269,0,1.0
6,4,6,0,3,5.0,0.007518796992481203,0.0,0.97625197740113,0.6071683615819209,0.9534841807909604,0,0.7749
14,4,6,0,3,3.0,0.004672897196261682,0.0,0.9750948863636364,0.5983465909090909,0.9623090909090908,0,0.2494
22,5,6,1,3,7.0,0.011400651465798045,0.10709635447710752,0.9761469273743016,0.5908648044692737,0.9510592178770948,1,0.2004
6,4,6,0,3,4.0,0.004206098843322818,0.0,0.9577932203389832,0.7727412429378532,0.9548954802259888,0,0.8292
14,4,6,0,3,2.0,0.002129925452609159,0.0,0.9601118644067796,0.7691152542372881,0.9529186440677966,0,1.0
22,5,6,1,3,2.0,0.002061855670103093,0.10709635447710752,0.9582296511627908,0.8025308139534885,0.9455558139534884,1,0.7987
6,4,6,0,3,2.0,0.002207505518763797,0.0,0.970548275862069,0.7340936781609195,0.969635632183908,0,0.2759
14,4,6,0,3,4.0,0.004429678848283499,0.0,0.9679265536723164,0.677564406779661,0.9646892655367232,0,0.6572
22,5,6,1,3,3.0,0.0041265474552957355,0.0,0.9663485875706216,0.7424570621468926,0.9622666666666668,0,0.3234
6,5,6,1,0,6.0,0.005714285714285714,0.10709635447710752,0.9714869318181818,0.7811892045454545,0.9603221590909092,1,0.8501
14,5,6,1,0,6.0,0.005714285714285714,0.10709635447710752,0.9732103448275864,0.7720936781609196,0.9673367816091952,1,0.8627
22,6,6,1,0,6.0,0.006674082313681869,0.0,0.9726114285714286,0.7704497142857143,0.9543937142857144,0,0.9589
6,5,6,1,0,5.0,0.006868131868131868,0.06565972417593002,0.9579948863636364,0.6420017045454546,0.9496204545454544,1,0.6894
14,5,6,1,0,5.0,0.0077279752704791345,0.05423611029982567,0.9595845714285716,0.6536731428571428,0.9767611428571428,1,0.3117
22,6,6,1,0,4.0,0.004728132387706856,0.0,0.960858757062147,0.6334305084745763,0.9482943502824858,0,1.0
6,5,6,1,0,2.0,0.0020222446916076846,0.10709635447710752,0.9711568965517242,0.7715344827586208,0.9542132183908044,1,0.7523
22,6,6,1,0,3.0,0.002857142857142857,0.0,0.9699949438202248,0.7404140449438202,0.9610904494382022,0,1.0
6,5,6,1,1,5.0,0.005656108597285068,0.0,0.9694767045454546,0.7222562499999999,0.9522732954545454,0,0.8333
22,6,6,1,1,4.0,0.005970149253731343,0.0,0.9707780898876404,0.6486887640449438,0.9695876404494382,0,0.5888
6,5,6,1,1,6.0,0.007731958762886598,0.0,0.9605514124293784,0.6269536723163842,0.9538604519774012,0,0.4669
14,5,6,1,1,3.0,0.005110732538330494,0.0,0.961474431818182,0.6564625000000001,0.9428977272727272,0,0.2368
